date,USD,SAR,SGD,AED,THB,TRY,JPY,VND,IDR
2024-04-21,0.209052,0.784238,0.2846,0.76778,7.709804,6.820266,32.328827,5319.325589,3390.455973
2024-04-22,0.209293,0.78502,0.285065,0.768672,7.760653,6.816601,32.401856,5328.608972,3402.272877
2024-04-23,0.209219,0.784718,0.284727,0.768399,7.722811,6.811067,32.37649,5323.586966,3380.263274
2024-04-24,0.209271,0.784935,0.284964,0.76863,7.75724,6.817007,32.492192,5319.658355,3396.252378
2024-04-25,0.209315,0.785028,0.284488,0.768792,7.749767,6.811159,32.569241,5308.217208,3392.570367
2024-04-26,0.209753,0.78669,0.285811,0.770404,7.764029,6.81867,33.160967,5316.199051,3406.667337
2024-04-27,0.209753,0.786669,0.285811,0.770404,7.764029,6.81867,33.160967,5316.199051,3406.667337
2024-04-28,0.209754,0.78667,0.285581,0.770409,7.760147,6.824584,33.189318,5316.204114,3400.105295
2024-04-29,0.209841,0.787041,0.285413,0.770726,7.77001,6.807621,32.802522,5318.431881,3411.497586
2024-04-30,0.209754,0.786691,0.286373,0.770404,7.807131,6.797756,33.08411,5316.203145,3414.577668
2024-05-01,0.209534,0.785901,0.284975,0.769597,7.752647,6.763342,32.627362,5310.635365,3396.344611
2024-05-02,0.210327,0.788812,0.284742,0.77251,7.742115,6.816336,32.190607,5343.354413,3387.104093
2024-05-03,0.210954,0.79119,0.284598,0.774813,7.763525,6.823339,32.285412,5361.387383,3368.655782
2024-05-04,0.210954,0.791206,0.284585,0.774813,7.763525,6.825132,32.287521,5361.387383,3368.655782
2024-05-05,0.210971,0.791269,0.285011,0.774876,7.76341,6.815934,32.398963,5361.834846,3393.261919
2024-05-06,0.210993,0.791354,0.285198,0.774955,7.756154,6.812449,32.544366,5354.996157,3384.745798
2024-05-07,0.21106,0.791578,0.285966,0.775203,7.798674,6.809061,32.662119,5363.043908,3393.850691
2024-05-08,0.210859,0.790817,0.285824,0.774484,7.789664,6.822032,32.773,5362.675694,3390.82622
2024-05-09,0.211284,0.792397,0.285718,0.776044,7.756185,6.821949,32.832232,5376.642454,3388.357011
2024-05-10,0.211013,0.791396,0.285882,0.77504,7.735824,6.828537,32.872708,5371.342418,3387.817817
2024-05-11,0.211013,0.791405,0.285903,0.77506,7.723726,6.837717,32.870598,5371.342418,3387.817817
2024-05-12,0.211015,0.791412,0.285862,0.775052,7.76602,6.808456,32.880983,5371.384547,3385.734239
2024-05-13,0.211328,0.792583,0.285933,0.776204,7.778039,6.816749,33.017173,5379.041468,3408.300658
2024-05-14,0.21209,0.795416,0.286766,0.779012,7.759523,6.847577,33.192707,5399.278349,3416.556022
2024-05-15,0.212449,0.79677,0.285454,0.78032,7.705505,6.833534,32.778468,5407.363126,3382.403628
2024-05-16,0.213424,0.800442,0.287243,0.783912,7.730865,6.886756,33.162941,5429.835698,3401.781447
2024-05-17,0.213333,0.800095,0.287126,0.783552,7.716339,6.869456,33.210647,5429.115419,3405.757127
2024-05-18,0.213333,0.80001,0.287155,0.783582,7.748339,6.878587,33.210647,5429.115419,3405.757127
2024-05-19,0.213333,0.800085,0.286913,0.783573,7.707709,6.87735,33.228998,5429.116498,3405.86447
2024-05-20,0.213492,0.800686,0.287663,0.784156,7.715705,6.878091,33.385226,5434.436389,3424.49552
2024-05-21,0.213106,0.799257,0.287117,0.782742,7.755679,6.861145,33.299113,5426.109485,3412.25611
2024-05-22,0.213106,0.799209,0.287779,0.782747,7.779235,6.86214,33.395633,5426.745206,3419.883044
2024-05-23,0.212562,0.797162,0.287345,0.780746,7.795091,6.850246,33.3671,5413.859989,3422.680993
2024-05-24,0.212246,0.795967,0.286576,0.77959,7.776788,6.837103,33.315273,5406.12939,3405.494329
2024-05-25,0.212246,0.795882,0.286555,0.77959,7.777355,6.833933,33.31315,5406.12939,3405.494329
2024-05-26,0.212247,0.796052,0.286553,0.779577,7.778882,6.83964,33.296206,5406.135018,3405.497874
2024-05-27,0.212901,0.798461,0.287129,0.781985,7.783623,6.836898,33.393254,5418.871067,3423.027562
2024-05-28,0.213047,0.799046,0.287378,0.782518,7.797944,6.869892,33.505152,5422.684547,3435.169357
2024-05-29,0.212517,0.797092,0.287341,0.78058,7.82478,6.856891,33.495378,5410.158504,3455.573379
2024-05-30,0.212586,0.797359,0.287034,0.780831,7.803954,6.855646,33.367297,5411.910522,3451.335258
2024-05-31,0.212427,0.796773,0.287521,0.780223,7.806763,6.849512,33.404196,5406.262054,3453.018873
2024-06-01,0.212427,0.796828,0.287499,0.780252,7.811012,6.852295,33.40677,5406.262054,3453.018873
2024-06-02,0.21245,0.796915,0.286956,0.780334,7.809731,6.849799,33.393354,5406.857927,3452.315965
2024-06-03,0.212448,0.79681,0.285849,0.780327,7.77742,6.837358,33.159169,5404.370387,3443.789688
2024-06-04,0.212675,0.797631,0.286416,0.781156,7.781359,6.941453,32.991618,5405.132891,3462.985594
2024-06-05,0.212856,0.798275,0.286903,0.781806,7.786254,6.870856,33.191772,5411.326067,3474.232041
2024-06-06,0.213015,0.7989,0.286611,0.782404,7.755348,6.879067,33.167197,5416.44153,3461.048091
2024-06-07,0.213172,0.799498,0.288018,0.782991,7.841555,6.895069,33.402066,5416.710714,3469.76454
2024-06-08,0.213172,0.79951,0.287954,0.782991,7.841555,6.903013,33.409978,5416.710714,3469.76454
2024-06-09,0.213176,0.799523,0.288321,0.783005,7.870407,6.909264,33.434075,5416.798245,3469.863244
2024-06-10,0.211818,0.794324,0.286533,0.778009,7.780387,6.860314,33.264933,5384.939661,3456.655731
2024-06-11,0.211887,0.794679,0.286826,0.778239,7.786839,6.857597,33.312249,5387.228112,3454.235575
2024-06-12,0.211887,0.794679,0.286826,0.778239,7.786839,6.857597,33.312249,5387.228112,3454.235575
