date,USD,SAR,MYR,SGD,AED,THB,TRY,VND,IDR
2024-03-20,0.006633,0.024875,0.031446,0.008882,0.024359,0.238332,0.215051,164.426449,104.094743
2024-03-21,0.006595,0.024732,0.031092,0.008861,0.024219,0.239551,0.212094,163.481491,103.712486
2024-03-22,0.006604,0.024769,0.031288,0.008908,0.024109,0.239538,0.211384,163.586849,104.44033
2024-03-23,0.006604,0.024769,0.031288,0.008908,0.024254,0.239538,0.211384,163.586849,104.44033
2024-03-24,0.006608,0.024784,0.031307,0.008919,0.024268,0.240204,0.212504,163.686887,104.504198
2024-03-25,0.006606,0.024777,0.03121,0.008891,0.02426,0.240129,0.212534,163.498537,104.361612
2024-03-26,0.006599,0.024751,0.031158,0.008878,0.024236,0.239684,0.212585,163.529829,104.499388
2024-03-27,0.00661,0.024791,0.031283,0.008915,0.024273,0.240659,0.213523,163.886752,104.987988
2024-03-28,0.006603,0.024765,0.031251,0.008914,0.024246,0.240575,0.21429,163.717935,104.879842
2024-03-29,0.006607,0.024803,0.031217,0.008914,0.024268,0.240182,0.213884,163.946569,104.926465
2024-03-30,0.006607,0.024809,0.031217,0.008914,0.024264,0.240993,0.213849,163.946569,104.926465
2024-03-31,0.006605,0.024799,0.031205,0.008902,0.024255,0.240517,0.214186,163.883789,104.720503
2024-04-01,0.006597,0.024745,0.0312,0.008923,0.024226,0.241449,0.212864,163.635391,105.260007
2024-04-02,0.006599,0.02475,0.031374,0.008918,0.024234,0.241595,0.211538,164.408765,105.366123
2024-04-03,0.006598,0.024747,0.031372,0.008894,0.02423,0.241609,0.210797,165.007385,105.179837
2024-04-04,0.00661,0.024792,0.031326,0.008913,0.024273,0.242639,0.211278,164.907417,105.171605
2024-04-05,0.006596,0.024742,0.031315,0.008901,0.024224,0.240892,0.211546,164.671307,104.796978
2024-04-06,0.006596,0.024742,0.031315,0.008901,0.024224,0.240892,0.211546,164.671307,104.796978
2024-04-07,0.006592,0.024727,0.031296,0.008895,0.02421,0.241735,0.211031,164.572568,104.735789
2024-04-08,0.006586,0.024701,0.031298,0.008873,0.024186,0.241776,0.211805,164.3946,104.876675
2024-04-09,0.006589,0.024711,0.031283,0.00886,0.024196,0.239361,0.212435,164.416715,104.751006
2024-04-10,0.006537,0.024521,0.031039,0.008852,0.024008,0.240158,0.211093,163.070655,104.605788
2024-04-11,0.006528,0.024486,0.030993,0.008831,0.023973,0.237822,0.211647,163.125959,104.533778
2024-04-12,0.006524,0.024474,0.031123,0.00888,0.02396,0.23918,0.211141,163.350145,105.156065
2024-04-13,0.006524,0.024474,0.031123,0.00888,0.02396,0.23918,0.211141,163.350145,105.156065
2024-04-14,0.006524,0.024472,0.031116,0.008874,0.023957,0.23896,0.211377,163.334733,105.147448
2024-04-15,0.006485,0.024324,0.03099,0.008839,0.023815,0.238442,0.210286,163.381631,104.286699
2024-04-16,0.006464,0.024246,0.030877,0.008821,0.023738,0.236784,0.210157,163.466603,105.597551
2024-04-17,0.006479,0.024303,0.031053,0.008814,0.023794,0.238292,0.21041,164.596621,105.301668
2024-04-18,0.006468,0.024262,0.030948,0.008809,0.023754,0.238255,0.210645,164.314574,104.957915
2024-04-19,0.006467,0.024261,0.03094,0.008804,0.023752,0.238062,0.210093,164.559376,104.887605
2024-04-20,0.006467,0.024261,0.03094,0.008804,0.023752,0.238062,0.210093,164.559376,104.887605
2024-04-21,0.006466,0.024258,0.030932,0.008803,0.023749,0.238481,0.210965,164.538157,104.87408
2024-04-22,0.006459,0.024228,0.030862,0.008798,0.023723,0.239513,0.210377,164.453821,105.002408
2024-04-23,0.006462,0.024237,0.030887,0.008794,0.023733,0.238531,0.210371,164.427553,104.404872
2024-04-24,0.006441,0.024158,0.030777,0.00877,0.023656,0.238742,0.209804,163.721128,104.525184
2024-04-25,0.006427,0.024103,0.030704,0.008735,0.023605,0.237947,0.209129,162.982529,104.164859
2024-04-26,0.006325,0.023723,0.030156,0.008619,0.023232,0.234132,0.205623,160.31496,102.731243
2024-04-27,0.006325,0.023723,0.030156,0.008619,0.023232,0.234132,0.205623,160.31496,102.731243
2024-04-28,0.00632,0.023703,0.03013,0.008605,0.023213,0.233815,0.205626,160.178169,102.445773
2024-04-29,0.006397,0.023993,0.030485,0.008701,0.023496,0.236872,0.207533,162.134848,104.001077
2024-04-30,0.00634,0.023779,0.030226,0.008656,0.023286,0.235978,0.205469,160.687509,103.208994
2024-05-01,0.006422,0.024087,0.030649,0.008734,0.023587,0.237612,0.20729,162.766312,104.094981
2024-05-02,0.006534,0.024504,0.031065,0.008845,0.023998,0.240509,0.211749,165.991102,105.22026
2024-05-03,0.006534,0.024506,0.030974,0.008815,0.023999,0.240465,0.211344,166.062226,104.339873
2024-05-04,0.006534,0.024505,0.030972,0.008814,0.023997,0.24045,0.211386,166.051377,104.333056
2024-05-05,0.006512,0.024423,0.030865,0.008797,0.023917,0.239619,0.210375,165.494027,104.733658
2024-05-06,0.006483,0.024316,0.030727,0.008763,0.023812,0.238326,0.209328,164.544492,104.004048
2024-05-07,0.006462,0.024235,0.030617,0.008755,0.023734,0.238768,0.20847,164.197674,103.907855
2024-05-08,0.006434,0.02413,0.030513,0.008721,0.023632,0.237685,0.20816,163.630904,103.464015
2024-05-09,0.006435,0.024135,0.030458,0.008702,0.023637,0.236237,0.207782,163.761101,103.202153
2024-05-10,0.006419,0.024075,0.03042,0.008697,0.023577,0.235327,0.207727,163.398232,103.058677
2024-05-11,0.00642,0.024076,0.030422,0.008698,0.023579,0.234974,0.208019,163.408721,103.065292
2024-05-12,0.006418,0.024069,0.030413,0.008694,0.023571,0.236186,0.207064,163.358394,102.969374
2024-05-13,0.006401,0.024005,0.030287,0.00866,0.023509,0.235576,0.206461,162.916476,103.228119
2024-05-14,0.00639,0.023964,0.030127,0.008639,0.023469,0.233772,0.206298,162.664597,102.930924
2024-05-15,0.006481,0.024308,0.030508,0.008709,0.023806,0.235078,0.208476,164.966928,103.189803
2024-05-16,0.006436,0.024137,0.030154,0.008662,0.023638,0.233118,0.207664,163.732033,102.577798
2024-05-17,0.006424,0.024092,0.030111,0.008646,0.023593,0.232345,0.206845,163.475147,102.550159
2024-05-18,0.006424,0.024089,0.030111,0.008646,0.023594,0.233309,0.20712,163.475147,102.550159
2024-05-19,0.00642,0.024078,0.030094,0.008634,0.023581,0.231957,0.206968,163.384898,102.496754
2024-05-20,0.006395,0.023983,0.029953,0.008616,0.023488,0.231111,0.206022,162.779678,102.575177
2024-05-21,0.0064,0.024002,0.030031,0.008622,0.023506,0.232909,0.206046,162.950569,102.472882
2024-05-22,0.006381,0.023932,0.029944,0.008617,0.023439,0.232942,0.20548,162.498646,102.405096
2024-05-23,0.00637,0.023891,0.02997,0.008612,0.023399,0.233616,0.205299,162.251438,102.576519
2024-05-24,0.006371,0.023892,0.030016,0.008602,0.0234,0.23343,0.205224,162.271803,102.220214
2024-05-25,0.006371,0.023891,0.030018,0.008602,0.023402,0.233462,0.205142,162.282142,102.226727
2024-05-26,0.006375,0.023908,0.030033,0.008606,0.023413,0.233627,0.205418,162.364894,102.278856
2024-05-27,0.006376,0.023911,0.029946,0.008598,0.023417,0.23309,0.204739,162.274422,102.506558
2024-05-28,0.006359,0.023848,0.029846,0.008577,0.023355,0.232739,0.20504,161.846292,102.526602
2024-05-29,0.006345,0.023797,0.029855,0.008579,0.023304,0.233608,0.204712,161.519553,103.165677
2024-05-30,0.006371,0.023896,0.029969,0.008602,0.023401,0.23388,0.20546,162.192055,103.434666
2024-05-31,0.006359,0.023852,0.029936,0.008607,0.023357,0.233706,0.205049,161.843801,103.370812
2024-06-01,0.006359,0.023852,0.029934,0.008606,0.023356,0.233815,0.205117,161.831329,103.362846
2024-06-02,0.006362,0.023864,0.029946,0.008593,0.023368,0.233871,0.205125,161.91419,103.383324
2024-06-03,0.006407,0.02403,0.030158,0.008621,0.023533,0.234548,0.206198,162.982682,103.856331
2024-06-04,0.006446,0.024177,0.030311,0.008681,0.023677,0.235859,0.210401,163.833518,104.965618
2024-06-05,0.006413,0.02405,0.030128,0.008644,0.023554,0.234584,0.207005,163.032152,104.671483
2024-06-06,0.006422,0.024087,0.03015,0.008641,0.02359,0.233826,0.207406,163.307183,104.35154
2024-06-07,0.006382,0.023936,0.029938,0.008623,0.023441,0.234763,0.206426,162.166939,103.878742
2024-06-08,0.006381,0.02393,0.029931,0.008619,0.023436,0.234707,0.206615,162.128531,103.854139
2024-06-09,0.006376,0.023913,0.02991,0.008624,0.023419,0.235401,0.206653,162.014299,103.782241
2024-06-10,0.006368,0.023879,0.030062,0.008614,0.023388,0.233892,0.206233,161.880368,103.912901
2024-06-11,0.006361,0.023855,0.030019,0.00861,0.023362,0.233753,0.205858,161.719135,103.692655
2024-06-12,0.006361,0.023855,0.030019,0.00861,0.023362,0.233753,0.205858,161.719135,103.692655
