date,USD,SAR,MYR,SGD,THB,TRY,JPY,VND,IDR
2024-02-24,0.272254,1.021103,1.300694,0.365647,9.782184,8.390508,40.970144,6708.336937,4245.568687
2024-02-25,0.272261,1.021129,1.300726,0.365761,9.79254,8.467273,40.976333,6708.505026,4245.675067
2024-02-26,0.272294,1.021185,1.300739,0.366053,9.788839,8.477924,40.995243,6717.496399,4259.224916
2024-02-27,0.272294,1.02119,1.296667,0.365955,9.772654,8.482369,40.982505,6707.962837,4264.124134
2024-02-28,0.272294,1.021312,1.298565,0.366505,9.791637,8.500003,41.01915,6706.595208,4283.480304
2024-02-29,0.272255,1.021019,1.291984,0.36645,9.766606,8.521055,40.8645,6711.081931,4277.395871
2024-03-01,0.272254,1.021021,1.291982,0.366128,9.711036,8.546025,40.863965,6712.420746,4274.917661
2024-03-02,0.272254,1.021021,1.291982,0.366128,9.711036,8.546025,40.863965,6712.420746,4274.917661
2024-03-03,0.272261,1.021047,1.292014,0.365887,9.750609,8.550228,40.869606,6712.58808,4275.024231
2024-03-04,0.272258,1.021079,1.286011,0.365757,9.737037,8.5969,40.965842,6720.961348,4294.325664
2024-03-05,0.272264,1.021106,1.289161,0.365644,9.749653,8.632137,40.8447,6725.611667,4290.342623
2024-03-06,0.272255,1.021054,1.288311,0.36441,9.702353,8.658708,40.641454,6719.261983,4267.602576
2024-03-07,0.272264,1.021165,1.288345,0.362946,9.679949,8.695633,40.260548,6722.206342,4254.946971
2024-03-08,0.272264,1.021108,1.275568,0.363038,9.630082,8.671712,40.040532,6712.671618,4231.338204
2024-03-09,0.272264,1.021169,1.275568,0.363038,9.630082,8.671712,40.040532,6712.671618,4231.338204
2024-03-10,0.272266,1.021177,1.275564,0.362486,9.644897,8.717004,39.962695,6712.725045,4231.371882
2024-03-11,0.272264,1.021203,1.275151,0.362169,9.637268,8.724003,39.951255,6710.636069,4226.90435
2024-03-12,0.272264,1.021199,1.273544,0.362737,9.733862,8.737782,40.196303,6711.999621,4236.707275
2024-03-13,0.272264,1.021122,1.276388,0.362633,9.702279,8.747048,40.19358,6719.485556,4242.15172
2024-03-14,0.272279,1.021144,1.276449,0.363858,9.739589,8.7685,40.379267,6725.297191,4257.848276
2024-03-15,0.272264,1.021089,1.280868,0.364073,9.758046,8.738055,40.579887,6731.593973,4260.007614
2024-03-16,0.272286,1.021172,1.280972,0.364102,9.758843,8.738768,40.583202,6732.14385,4260.355597
2024-03-17,0.272286,1.021157,1.280972,0.36437,9.779304,8.79933,40.559659,6732.147081,4260.357642
2024-03-18,0.272294,1.021128,1.284818,0.364678,9.797078,8.806395,40.612704,6732.468933,4289.991832
2024-03-19,0.272294,1.021143,1.28877,0.365551,9.826953,8.823977,41.127,6739.275556,4281.82255
2024-03-20,0.272294,1.021203,1.290958,0.36462,9.784217,8.828464,41.052867,6750.177167,4273.387675
2024-03-21,0.272294,1.021174,1.283813,0.365855,9.891087,8.757394,41.290158,6750.176579,4282.304942
2024-03-22,0.273935,1.027381,1.297767,0.369512,9.935715,8.767913,41.478664,6785.363999,4332.045381
2024-03-23,0.272294,1.021226,1.289993,0.367298,9.876195,8.715389,41.230188,6744.716528,4306.094424
2024-03-24,0.272309,1.021283,1.290063,0.367509,9.898149,8.756698,41.207273,6745.090196,4306.332988
2024-03-25,0.272302,1.021314,1.28649,0.366487,9.898193,8.760708,41.220351,6739.467106,4301.822276
2024-03-26,0.272294,1.021254,1.285637,0.366334,9.889661,8.771546,41.261265,6747.447606,4311.776951
2024-03-27,0.272309,1.021343,1.288835,0.367288,9.914794,8.796861,41.198581,6751.901656,4325.356156
2024-03-28,0.272323,1.021371,1.288901,0.367628,9.92211,8.838012,41.243253,6752.260251,4325.585877
2024-03-29,0.272264,1.022046,1.286313,0.367313,9.896901,8.813278,41.205822,6755.553215,4323.581284
2024-03-30,0.272309,1.022439,1.286523,0.367373,9.931922,8.813278,41.212555,6756.656972,4324.287693
2024-03-31,0.272309,1.02244,1.286523,0.367008,9.916112,8.830539,41.228374,6756.662158,4317.456061
2024-04-01,0.272309,1.021416,1.287884,0.368327,9.966632,8.786692,41.278453,6754.61583,4344.970285
2024-04-02,0.272294,1.021276,1.29462,0.367986,9.969223,8.728957,41.26426,6784.205983,4347.855068
2024-04-03,0.272292,1.021333,1.294757,0.367078,9.97144,8.699819,41.271053,6810.028523,4340.882635
2024-04-04,0.272294,1.021354,1.290537,0.367198,9.996048,8.704089,41.197266,6793.734633,4332.782547
2024-04-05,0.272294,1.021381,1.292716,0.367434,9.944269,8.73287,41.281107,6797.813812,4326.135245
2024-04-06,0.272294,1.021381,1.292716,0.367434,9.944269,8.73287,41.281107,6797.813812,4326.135245
2024-04-07,0.272294,1.021383,1.292716,0.367406,9.985089,8.716848,41.305959,6797.827754,4326.212191
2024-04-08,0.272294,1.021317,1.294078,0.366885,9.996595,8.757385,41.346494,6797.140388,4336.282851
2024-04-09,0.272294,1.021276,1.292862,0.366181,9.892454,8.779637,41.328535,6795.101996,4329.205635
2024-04-10,0.272294,1.021379,1.29285,0.368693,10.003277,8.792662,41.652977,6792.378282,4357.142526
2024-04-11,0.272294,1.021417,1.29285,0.368373,9.920507,8.828656,41.714011,6804.637997,4360.523125
2024-04-12,0.272298,1.021444,1.298963,0.370626,9.982536,8.812264,41.736449,6817.654988,4388.840721
2024-04-13,0.272294,1.021457,1.298944,0.37062,9.98239,8.812135,41.735837,6817.55511,4388.776425
2024-04-14,0.272308,1.02151,1.298858,0.370421,9.974669,8.823301,41.741982,6817.915517,4389.062898
2024-04-15,0.272294,1.021363,1.301286,0.371152,10.012268,8.829964,41.990338,6860.449904,4379.033751
2024-04-16,0.272294,1.021413,1.300739,0.371605,9.974949,8.853239,42.126732,6886.313748,4448.479716
2024-04-17,0.272294,1.021387,1.305099,0.370413,10.014869,8.843079,42.027794,6917.632884,4425.596822
2024-04-18,0.272277,1.021357,1.302847,0.370853,10.029887,8.867612,42.097345,6917.207251,4418.449516
2024-04-19,0.272286,1.021456,1.302628,0.370664,10.022961,8.845386,42.102288,6928.326164,4416.008089
2024-04-20,0.272279,1.021428,1.302593,0.370654,10.022688,8.845146,42.101141,6928.137521,4415.88785
2024-04-21,0.272281,1.021436,1.302457,0.370679,10.041689,8.883103,42.106906,6928.192666,4415.922999
2024-04-22,0.272279,1.021267,1.300944,0.370854,10.096178,8.868019,42.153014,6932.224183,4426.167963
2024-04-23,0.272279,1.021237,1.301406,0.370546,10.050516,8.863966,42.134973,6928.150533,4399.096502
2024-04-24,0.272265,1.021214,1.301017,0.370743,10.0923,8.869041,42.272888,6920.964918,4418.581419
2024-04-25,0.272264,1.021119,1.300742,0.370045,10.080448,8.85956,42.364179,6904.621081,4412.858773
2024-04-26,0.272264,1.02114,1.29802,0.370988,10.077866,8.850772,43.043605,6900.533853,4421.92308
2024-04-27,0.272264,1.021113,1.29802,0.370988,10.077866,8.850772,43.043605,6900.533853,4421.92308
2024-04-28,0.272263,1.021107,1.298012,0.370687,10.072762,8.85839,43.080121,6900.494837,4413.37626
2024-04-29,0.272265,1.021169,1.297478,0.370317,10.081414,8.832736,42.560539,6900.546495,4426.341868
2024-04-30,0.272264,1.021141,1.29802,0.371718,10.133811,8.823622,42.943831,6900.537262,4432.189627
2024-05-01,0.272264,1.021185,1.299382,0.370292,10.073647,8.788162,42.395395,6900.542099,4413.147837
2024-05-02,0.272264,1.021102,1.294481,0.368593,10.022024,8.823621,41.670145,6916.873385,4384.543554
2024-05-03,0.272264,1.021137,1.290635,0.367313,10.019874,8.806438,41.668671,6919.592341,4347.703884
2024-05-04,0.272264,1.021158,1.290635,0.367295,10.019874,8.808752,41.671394,6919.592341,4347.703884
2024-05-05,0.272265,1.021156,1.290529,0.367815,10.018908,8.796163,41.811814,6919.605495,4379.104261
2024-05-06,0.272265,1.021162,1.290398,0.368019,10.008527,8.790771,41.995187,6910.076695,4367.669438
2024-05-07,0.272265,1.021124,1.289985,0.368892,10.060175,8.783588,42.133652,6918.247592,4378.017366
2024-05-08,0.272258,1.02109,1.291182,0.369051,10.057876,8.808487,42.315919,6924.192125,4378.174917
2024-05-09,0.272257,1.021072,1.288587,0.368172,9.994516,8.790673,42.307177,6928.269917,4366.191754
2024-05-10,0.272261,1.021104,1.290256,0.36886,9.981192,8.81056,42.414204,6930.405982,4371.15176
2024-05-11,0.272254,1.021088,1.290222,0.368878,9.965321,8.822172,42.410367,6930.223894,4371.036913
2024-05-12,0.272259,1.021109,1.290236,0.368829,10.020002,8.784519,42.424244,6930.356335,4368.397855
2024-05-13,0.272259,1.021102,1.288321,0.368373,10.020614,8.782162,42.536726,6929.933512,4390.986217
2024-05-14,0.272255,1.021057,1.283677,0.368115,9.960723,8.790079,42.608721,6930.930436,4385.755019
2024-05-15,0.272259,1.021081,1.281526,0.365817,9.874805,8.757351,42.006459,6929.676445,4334.638196
2024-05-16,0.272255,1.021086,1.275653,0.366422,9.8619,8.785109,42.304396,6926.584775,4339.491817
2024-05-17,0.272264,1.021113,1.276239,0.366441,9.847893,8.767069,42.384726,6928.849321,4346.560375
2024-05-18,0.272254,1.020965,1.276191,0.366464,9.888363,8.778394,42.383142,6928.59037,4346.397932
2024-05-19,0.272257,1.021073,1.276205,0.36616,9.836617,8.776908,42.407012,6928.665313,4346.581073
2024-05-20,0.272257,1.021079,1.275256,0.366844,9.839499,8.771326,42.574711,6930.297664,4367.108492
2024-05-21,0.272256,1.021099,1.27756,0.366809,9.908347,8.765526,42.541622,6932.181573,4359.362633
2024-05-22,0.272254,1.021031,1.277552,0.367652,9.938375,8.766739,42.664647,6932.947423,4369.077308
2024-05-23,0.272256,1.021026,1.280826,0.368039,9.984156,8.773974,42.737449,6934.212555,4383.858755
2024-05-24,0.272254,1.021007,1.282725,0.367598,9.975485,8.770126,42.73435,6934.579957,4368.314373
2024-05-25,0.272254,1.020899,1.282725,0.367571,9.976211,8.76606,42.731627,6934.579957,4368.314373
2024-05-26,0.272259,1.021133,1.282747,0.367576,9.978337,8.773527,42.710605,6934.702792,4368.391751
2024-05-27,0.272257,1.021069,1.278796,0.36718,9.953668,8.742999,42.703168,6929.631829,4377.354702
2024-05-28,0.272258,1.021122,1.277926,0.367248,9.965196,8.779213,42.817105,6929.789702,4389.892317
2024-05-29,0.272256,1.021154,1.281099,0.368113,10.024318,8.784358,42.910901,6930.949466,4426.932122
2024-05-30,0.272256,1.021167,1.280687,0.367601,9.994422,8.779937,42.733063,6930.963286,4420.080092
2024-05-31,0.272264,1.021212,1.281684,0.368511,10.005807,8.778912,42.813636,6929.121585,4425.680325
2024-06-01,0.272254,1.021243,1.281636,0.36847,10.010878,8.782151,42.815335,6928.862624,4425.514925
2024-06-02,0.272255,1.021249,1.281502,0.367734,10.00819,8.778034,42.793666,6928.901856,4424.15148
2024-06-03,0.272256,1.021122,1.281514,0.36632,9.966872,8.762168,42.493934,6925.775401,4413.264117
2024-06-04,0.272257,1.02109,1.280153,0.366656,9.961333,8.886125,42.234332,6919.399271,4433.152797
2024-06-05,0.272262,1.021066,1.27909,0.366975,9.959316,8.788441,42.455249,6921.570569,4443.853863
2024-06-06,0.272257,1.021083,1.278112,0.366321,9.912201,8.792216,42.391387,6922.817988,4423.606504
2024-06-07,0.272254,1.021081,1.277154,0.367843,10.014871,8.806064,42.659574,6917.972467,4431.422835
2024-06-08,0.272254,1.021098,1.277154,0.367762,10.014871,8.81621,42.66968,6917.972467,4431.422835
2024-06-09,0.272253,1.021096,1.277131,0.368223,10.05154,8.824034,42.699689,6917.960155,4431.469399
2024-06-10,0.272256,1.020971,1.285332,0.368291,10.000382,8.817783,42.756492,6921.436623,4442.951097
2024-06-11,0.272265,1.021124,1.284952,0.368558,10.005711,8.81168,42.804628,6922.327377,4438.525525
2024-06-12,0.272265,1.021124,1.284952,0.368558,10.005711,8.81168,42.804628,6922.327377,4438.525525
