date,SAR,MYR,SGD,AED,THB,TRY,JPY,VND,IDR
2024-04-26,3.750549,4.767504,1.362604,3.672904,37.015038,32.508038,158.09504,25345.0,16241.3
2024-04-27,3.750449,4.767504,1.362604,3.672904,37.015038,32.508038,158.09504,25345.0,16241.3
2024-04-28,3.750449,4.767499,1.361505,3.672925,36.996498,32.5362,158.230052,25345.0,16210.0
2024-04-29,3.750647,4.765502,1.360135,3.672898,37.028001,32.441735,156.320497,25345.0,16257.5
2024-04-30,3.750551,4.7675,1.365285,3.672902,37.2205,32.408302,157.728502,25345.0,16279.0
2024-05-01,3.750709,4.772499,1.360045,3.6729,36.999497,32.278039,155.71404,25345.0,16209.05
2024-05-02,3.750408,4.754504,1.353805,3.672902,36.809916,32.408299,153.050372,25405.0,16104.0
2024-05-03,3.75054,4.740377,1.349104,3.672904,36.802038,32.345204,153.04504,25415.0,15968.7
2024-05-04,3.750615,4.740377,1.349038,3.672904,36.802038,32.353704,153.05504,25415.0,15968.7
2024-05-05,3.750603,4.739982,1.350945,3.672897,36.798421,32.307403,153.570497,25415.0,16084.0
2024-05-06,3.750621,4.739499,1.351695,3.672897,36.760288,32.287598,154.243996,25380.0,16042.0
2024-05-07,3.750481,4.737981,1.354902,3.672895,36.949971,32.261199,154.752496,25410.0,16080.0
2024-05-08,3.750454,4.742502,1.35552,3.672992,36.942496,32.3535,155.426019,25432.5,16081.0
2024-05-09,3.750393,4.732972,1.352295,3.672995,36.709807,32.288098,155.394045,25447.5,16037.0
2024-05-10,3.750458,4.739039,1.354804,3.672945,36.660369,32.360704,155.78504,25455.0,16055.0
2024-05-11,3.750499,4.739039,1.354904,3.673042,36.603038,32.404204,155.77504,25455.0,16055.0
2024-05-12,3.750503,4.739002,1.354698,3.672971,36.80318,32.265285,155.823031,25455.0,16045.0
2024-05-13,3.750487,4.731977,1.353026,3.672979,36.805503,32.256697,156.2365,25453.5,16128.0
2024-05-14,3.75037,4.714982,1.352095,3.673028,36.586011,32.286204,156.503016,25457.5,16109.0
2024-05-15,3.750402,4.707008,1.343635,3.672971,36.269873,32.165497,154.288501,25452.5,15921.0
2024-05-16,3.750472,4.685501,1.345875,3.673022,36.222977,32.267902,155.384988,25441.5,15939.05
2024-05-17,3.750448,4.687504,1.345904,3.672904,36.170369,32.200604,155.67504,25449.0,15964.5
2024-05-18,3.750048,4.687504,1.346038,3.673042,36.320369,32.243404,155.67504,25449.0,15964.5
2024-05-19,3.750403,4.687503,1.344905,3.673002,36.12991,32.237598,155.76103,25449.0,15965.0
2024-05-20,3.750426,4.684018,1.347419,3.673002,36.140505,32.217103,156.377014,25455.0,16040.4
2024-05-21,3.750512,4.692497,1.347295,3.673014,36.393496,32.195898,156.255975,25462.0,16012.0
2024-05-22,3.750289,4.6925,1.350403,3.673041,36.50406,32.20059,156.708998,25465.0,16047.8
2024-05-23,3.750249,4.704499,1.351815,3.67302,36.672001,32.226978,156.975497,25469.5,16102.0
2024-05-24,3.750203,4.711504,1.350204,3.673042,36.640369,32.213038,156.96504,25471.0,16045.0
2024-05-25,3.749803,4.711504,1.350104,3.673042,36.643038,32.198104,156.95504,25471.0,16045.0
2024-05-26,3.750598,4.711499,1.350096,3.672976,36.650197,32.224957,156.875044,25471.0,16045.0
2024-05-27,3.75038,4.697012,1.34865,3.672995,36.559768,32.112988,156.848502,25452.5,16078.0
2024-05-28,3.750564,4.693801,1.348897,3.672983,36.601996,32.245902,157.266501,25453.0,16124.0
2024-05-29,3.750718,4.7055,1.352085,3.673018,36.819499,32.265102,157.612497,25457.5,16260.2
2024-05-30,3.750756,4.703977,1.350201,3.67301,36.709614,32.248799,156.958983,25457.5,16235.0
2024-05-31,3.750812,4.707504,1.353504,3.672904,36.750369,32.244104,157.250385,25450.0,16255.1
2024-06-01,3.751069,4.707504,1.353404,3.673042,36.770369,32.257204,157.262504,25450.0,16255.1
2024-06-02,3.751069,4.706985,1.350696,3.673021,36.760288,32.241901,157.182023,25450.0,16250.0
2024-06-03,3.750602,4.707024,1.3455,3.673018,36.608502,32.183605,156.081,25438.5,16210.0
2024-06-04,3.750471,4.702012,1.34673,3.673007,36.588043,32.638796,155.126987,25415.0,16283.0
2024-06-05,3.75031,4.698017,1.347875,3.672938,36.57995,32.279398,155.935499,25422.5,16322.0
2024-06-06,3.750436,4.694503,1.345497,3.672998,36.407501,32.293798,155.7035,25427.5,16247.9
2024-06-07,3.750474,4.691039,1.351104,3.673042,36.785038,32.345038,156.690385,25410.0,16276.8
2024-06-08,3.750534,4.691039,1.350804,3.673042,36.785038,32.382304,156.727504,25410.0,16276.8
2024-06-09,3.750534,4.690963,1.352501,3.673048,36.919789,32.411101,156.838009,25410.0,16277.0
2024-06-10,3.750035,4.721037,1.352735,3.673009,36.731496,32.387797,157.044985,25422.5,16319.0
2024-06-11,3.7504,4.719501,1.35302,3.672982,36.7255,32.3828,157.084019,25442.5,16315.0
2024-06-12,3.750936,4.717501,1.352115,3.673006,36.687496,32.3714,157.350956,25442.5,16296.0
