date,USD,MYR,SGD,AED,THB,TRY,JPY,VND,IDR
2024-05-28,0.266627,1.251492,0.359652,0.979315,9.759064,8.597613,41.931424,6786.445512,4299.086451
2024-05-29,0.266616,1.25456,0.360487,0.979284,9.816655,8.602381,42.021958,6787.367921,4335.223799
2024-05-30,0.266613,1.254141,0.359981,0.979272,9.787258,8.597947,41.847295,6787.298792,4328.460999
2024-05-31,0.266609,1.255063,0.360856,0.979229,9.797976,8.596565,41.924354,6785.196798,4333.754517
2024-06-01,0.266591,1.254977,0.360805,0.979199,9.802637,8.59947,41.924716,6784.732532,4333.457988
2024-06-02,0.266591,1.254838,0.360083,0.979193,9.79995,8.59539,41.903261,6784.732532,4332.098375
2024-06-03,0.266624,1.255005,0.358742,0.979314,9.760701,8.580918,41.614923,6782.511848,4321.973271
2024-06-04,0.266633,1.253712,0.359083,0.979345,9.755586,8.702586,41.362001,6776.482097,4341.58796
2024-06-05,0.266645,1.252701,0.359404,0.979369,9.753846,8.607127,41.579358,6778.772254,4352.173104
2024-06-06,0.266636,1.251722,0.358758,0.979352,9.707538,8.610678,41.516105,6779.878256,4332.269547
2024-06-07,0.266633,1.250785,0.360249,0.979354,9.808103,8.624252,41.778817,6775.142882,4339.930959
2024-06-08,0.266629,1.250766,0.360163,0.979338,9.807947,8.634052,41.788051,6775.035326,4339.862062
2024-06-09,0.266629,1.250745,0.360616,0.97934,9.843875,8.64173,41.817515,6775.035326,4339.915388
2024-06-10,0.266664,1.258932,0.360726,0.97946,9.794975,8.636666,41.878274,6779.270361,4351.692911
2024-06-11,0.266638,1.258399,0.360767,0.979357,9.792421,8.634491,41.8846,6783.942398,4350.202229
2024-06-12,0.2666,1.257686,0.360474,0.979224,9.780891,8.630219,41.949784,6782.973529,4344.51554
