date,USD,SAR,MYR,SGD,AED,THB,JPY,VND,IDR
2024-04-05,0.03118,0.116958,0.148029,0.042075,0.11451,1.138717,4.727095,778.416881,495.385251
2024-04-06,0.03118,0.116958,0.148029,0.042075,0.11451,1.138717,4.727095,778.416881,495.385251
2024-04-07,0.031238,0.117173,0.148301,0.042149,0.11472,1.145493,4.738635,779.849302,496.304655
2024-04-08,0.031093,0.116624,0.14777,0.041894,0.114189,1.141505,4.721329,776.16093,495.157248
2024-04-09,0.031014,0.116323,0.147257,0.041708,0.1139,1.12675,4.707317,773.961625,493.096208
2024-04-10,0.030968,0.116163,0.147037,0.041932,0.113731,1.137685,4.737243,772.505364,495.543068
2024-04-11,0.030842,0.115693,0.146438,0.041725,0.113268,1.123671,4.724842,770.744459,493.905633
2024-04-12,0.0309,0.115912,0.147404,0.042058,0.113478,1.1328,4.736178,773.6553,498.037799
2024-04-13,0.0309,0.115915,0.147404,0.042058,0.11348,1.1328,4.736178,773.6553,498.037799
2024-04-14,0.030862,0.115774,0.147208,0.041982,0.113336,1.130492,4.73088,772.717058,497.439982
2024-04-15,0.030838,0.11567,0.147372,0.042033,0.113251,1.133897,4.755437,776.951066,495.928837
2024-04-16,0.030756,0.115372,0.146922,0.041974,0.112953,1.126701,4.758341,777.82991,502.469202
2024-04-17,0.030792,0.115501,0.147584,0.041887,0.113083,1.132509,4.75262,782.265193,500.458815
2024-04-18,0.030705,0.115178,0.146922,0.041821,0.11277,1.13107,4.747315,780.053029,498.268276
2024-04-19,0.030783,0.115479,0.147266,0.041905,0.113053,1.133129,4.759802,783.270033,499.244221
2024-04-20,0.030783,0.115479,0.147266,0.041905,0.113056,1.133129,4.759802,783.270033,499.244221
2024-04-21,0.030652,0.114986,0.146622,0.041729,0.112573,1.130426,4.740112,779.929355,497.114925
2024-04-22,0.030703,0.115163,0.146701,0.041819,0.112765,1.138493,4.753375,781.710611,499.115777
2024-04-23,0.030718,0.115212,0.14682,0.041804,0.112816,1.133862,4.753512,781.608412,496.289856
2024-04-24,0.030698,0.115144,0.146692,0.041802,0.112752,1.137925,4.766343,780.350995,498.202844
2024-04-25,0.030731,0.115256,0.146818,0.041768,0.112872,1.137805,4.781748,779.341304,498.090057
2024-04-26,0.030762,0.115373,0.146656,0.041916,0.112984,1.138643,4.86326,779.653332,499.608746
2024-04-27,0.030762,0.11537,0.146656,0.041916,0.112984,1.138643,4.86326,779.653332,499.608746
2024-04-28,0.030735,0.11527,0.146529,0.041846,0.112887,1.137087,4.8632,778.97848,498.214289
2024-04-29,0.030824,0.115612,0.146894,0.041925,0.113215,1.141369,4.8185,781.246749,501.129178
2024-04-30,0.030856,0.115728,0.147107,0.042128,0.113332,1.148487,4.866917,782.052692,502.309559
2024-05-01,0.030981,0.1162,0.147856,0.042135,0.113789,1.146275,4.824148,785.20878,502.169595
2024-05-02,0.030856,0.115724,0.146706,0.041773,0.113332,1.135818,4.722567,783.904143,496.909755
2024-05-03,0.030916,0.115954,0.146556,0.04171,0.113553,1.13779,4.731615,785.742459,493.696069
2024-05-04,0.030908,0.115925,0.146517,0.041697,0.113523,1.137491,4.730681,785.536027,493.566365
2024-05-05,0.030953,0.116091,0.146715,0.041815,0.113686,1.139009,4.753415,786.661816,497.84256
2024-05-06,0.030972,0.116163,0.14679,0.041864,0.113756,1.138527,4.77719,786.060336,496.84712
2024-05-07,0.030997,0.116254,0.146863,0.041998,0.113849,1.145338,4.796861,787.633459,498.431563
2024-05-08,0.030909,0.115921,0.146584,0.041897,0.113527,1.141839,4.803994,786.081875,497.040505
2024-05-09,0.030971,0.116154,0.146586,0.041882,0.113757,1.136945,4.812735,788.138718,496.684571
2024-05-10,0.030902,0.115895,0.146444,0.041866,0.1135,1.132867,4.814019,786.602174,496.126415
2024-05-11,0.03086,0.115741,0.146248,0.041813,0.113351,1.129577,4.807248,785.546225,495.460406
2024-05-12,0.030993,0.11624,0.146876,0.041986,0.113837,1.140643,4.829433,788.92841,497.283691
2024-05-13,0.031001,0.11627,0.146698,0.041946,0.113867,1.141019,4.843537,789.091948,499.989194
2024-05-14,0.030973,0.11616,0.146037,0.041878,0.113765,1.133178,4.847365,788.494686,498.943765
2024-05-15,0.031089,0.116597,0.146337,0.041773,0.11419,1.127602,4.796708,791.298207,494.971368
2024-05-16,0.030991,0.116229,0.145206,0.041709,0.113829,1.12257,4.815466,788.446062,493.959916
2024-05-17,0.031055,0.116471,0.145572,0.041797,0.114063,1.123282,4.834538,790.326794,495.782628
2024-05-18,0.031014,0.116304,0.145379,0.041746,0.113916,1.126443,4.828121,789.277711,495.124524
2024-05-19,0.03102,0.116336,0.145405,0.041719,0.113935,1.120738,4.831657,789.419866,495.22921
2024-05-20,0.031039,0.116411,0.145389,0.041823,0.114008,1.12178,4.853851,790.108291,497.884621
2024-05-21,0.03106,0.11649,0.145748,0.041847,0.114083,1.130377,4.853288,790.846084,497.330434
2024-05-22,0.031055,0.116466,0.145727,0.041937,0.114068,1.133646,4.86665,790.824021,498.369751
2024-05-23,0.03103,0.11637,0.14598,0.041947,0.113973,1.137929,4.870934,790.316102,499.64349
2024-05-24,0.031043,0.116419,0.146261,0.041915,0.114023,1.137439,4.872718,790.704688,498.090248
2024-05-25,0.031058,0.11646,0.146329,0.041931,0.114076,1.13805,4.874667,791.071428,498.32127
2024-05-26,0.031032,0.116388,0.146207,0.041896,0.113979,1.137323,4.868123,790.412216,497.906011
2024-05-27,0.03114,0.116787,0.146265,0.041997,0.114377,1.138473,4.88427,792.592078,500.669696
2024-05-28,0.031012,0.116311,0.145563,0.041832,0.113905,1.13509,4.8771,789.340619,500.032536
2024-05-29,0.030993,0.116247,0.145839,0.041905,0.113839,1.141156,4.884922,789.010373,503.956259
2024-05-30,0.031009,0.116307,0.145865,0.041868,0.113896,1.138325,4.867126,789.409238,503.429598
2024-05-31,0.031013,0.116326,0.145996,0.041977,0.113909,1.139755,4.876873,789.29159,504.126276
2024-06-01,0.031001,0.116286,0.145937,0.041957,0.113867,1.139912,4.875268,788.97105,503.921545
2024-06-02,0.031016,0.116341,0.14599,0.041893,0.113921,1.14014,4.875085,789.345512,504.002537
2024-06-03,0.031072,0.116538,0.146255,0.041807,0.114127,1.137489,4.849705,790.417979,503.6726
2024-06-04,0.030638,0.114908,0.144062,0.041262,0.112535,1.120999,4.75284,778.67455,498.88482
2024-06-05,0.03098,0.116183,0.145542,0.041757,0.113786,1.133229,4.830806,787.576647,505.647597
2024-06-06,0.030966,0.116135,0.145369,0.041664,0.113737,1.127384,4.821468,787.380293,503.127569
2024-06-07,0.030917,0.115952,0.145031,0.041772,0.113558,1.13727,4.844341,785.591909,503.224022
2024-06-08,0.030881,0.11582,0.144864,0.041714,0.113427,1.135961,4.839912,784.687838,502.644904
2024-06-09,0.030854,0.115718,0.144733,0.04173,0.113327,1.139109,4.839021,783.990642,502.204474
2024-06-10,0.030876,0.115785,0.145766,0.041767,0.113407,1.134115,4.848894,784.940692,503.862608
2024-06-11,0.030898,0.115883,0.145824,0.041826,0.113486,1.135505,4.857715,785.585432,503.709345
2024-06-12,0.030898,0.115883,0.145824,0.041826,0.113486,1.135505,4.857715,785.585432,503.709345
