date,USD,SAR,MYR,SGD,AED,TRY,JPY,VND,IDR
2024-05-05,0.027175,0.101923,0.128809,0.036712,0.099811,0.877956,4.17329,690.654629,437.083968
2024-05-06,0.027203,0.102029,0.12893,0.036771,0.099915,0.878328,4.195941,690.418974,436.394845
2024-05-07,0.027064,0.101502,0.128227,0.036669,0.099402,0.873105,4.188163,687.686596,435.183017
2024-05-08,0.027069,0.101521,0.128375,0.036693,0.099425,0.87578,4.207242,688.434812,435.298151
2024-05-09,0.027241,0.102163,0.128929,0.036837,0.100055,0.87955,4.233039,693.207137,436.858743
2024-05-10,0.027277,0.102303,0.129269,0.036956,0.100188,0.882716,4.249413,694.346528,437.938853
2024-05-11,0.02732,0.102464,0.129471,0.037016,0.100348,0.885287,4.255795,695.43408,438.624795
2024-05-12,0.027172,0.101907,0.128766,0.036809,0.0998,0.876698,4.233956,691.652189,435.967762
2024-05-13,0.02717,0.1019,0.128567,0.036762,0.099794,0.87641,4.244922,691.567787,438.195347
2024-05-14,0.027333,0.102508,0.128874,0.036957,0.100394,0.882474,4.277674,695.826062,440.304902
2024-05-15,0.027571,0.103403,0.129777,0.037045,0.101268,0.886838,4.253902,701.753223,438.959358
2024-05-16,0.027607,0.103538,0.129352,0.037155,0.1014,0.890813,4.28968,702.358071,440.025958
2024-05-17,0.027647,0.103688,0.129595,0.03721,0.101545,0.890248,4.303938,703.586959,441.369563
2024-05-18,0.027533,0.103249,0.12906,0.03706,0.101129,0.88775,4.286163,700.681206,439.546745
2024-05-19,0.027678,0.103803,0.12974,0.037224,0.101661,0.892269,4.311138,704.374852,441.877658
2024-05-20,0.02767,0.103773,0.129606,0.037283,0.101631,0.89144,4.326918,704.334379,443.83442
2024-05-21,0.027477,0.103054,0.128938,0.03702,0.100925,0.884661,4.293514,699.630514,439.968729
2024-05-22,0.027394,0.102736,0.128547,0.036993,0.10062,0.88211,4.29292,697.593646,439.616859
2024-05-23,0.027269,0.102265,0.128286,0.036862,0.100159,0.87879,4.280527,694.521685,439.081575
2024-05-24,0.027292,0.102352,0.128588,0.03685,0.100246,0.879168,4.283937,695.162212,437.904978
2024-05-25,0.02729,0.102333,0.128578,0.036845,0.100238,0.878696,4.283352,695.111581,437.873083
2024-05-26,0.027285,0.102335,0.128553,0.036837,0.100217,0.879257,4.280333,694.975801,437.787552
2024-05-27,0.027352,0.102582,0.128475,0.036889,0.100465,0.87837,4.290194,696.188781,439.773037
2024-05-28,0.027321,0.102469,0.128239,0.036853,0.100349,0.880988,4.296665,695.399231,440.522421
2024-05-29,0.02716,0.101868,0.127799,0.036722,0.099757,0.876305,4.28068,691.413537,441.619263
2024-05-30,0.027241,0.102174,0.12814,0.036781,0.100056,0.878484,4.275691,693.483183,442.254718
2024-05-31,0.027211,0.102062,0.128094,0.03683,0.099942,0.877382,4.278879,692.510052,442.311204
2024-06-01,0.027196,0.102013,0.128024,0.036807,0.099891,0.877261,4.276881,692.133384,442.070624
2024-06-02,0.027203,0.102041,0.128045,0.036743,0.099918,0.877085,4.275865,692.3232,442.053124
2024-06-03,0.027316,0.102452,0.128577,0.036754,0.100332,0.879129,4.263518,694.879559,442.793311
2024-06-04,0.027331,0.102505,0.128512,0.036808,0.100388,0.892062,4.239827,694.625838,445.036102
2024-06-05,0.027337,0.102524,0.128431,0.036847,0.100409,0.882434,4.262868,694.984542,446.200716
2024-06-06,0.027467,0.103013,0.128943,0.036957,0.100886,0.887009,4.276687,698.413771,446.278915
2024-06-07,0.027185,0.101957,0.127526,0.03673,0.099852,0.879299,4.259623,690.769983,442.484252
2024-06-08,0.027185,0.101958,0.127526,0.036722,0.099852,0.880312,4.260632,690.769983,442.484252
2024-06-09,0.027086,0.101586,0.127058,0.036633,0.099487,0.877879,4.248074,688.248786,440.874675
2024-06-10,0.027225,0.102093,0.128528,0.036828,0.099996,0.881745,4.275486,692.117193,444.278119
2024-06-11,0.027211,0.102054,0.128422,0.036835,0.099943,0.880665,4.27802,691.837658,443.599231
2024-06-12,0.027211,0.102054,0.128422,0.036835,0.099943,0.880665,4.27802,691.837658,443.599231
