date,USD,SAR,MYR,AED,THB,TRY,JPY,VND,IDR
2024-05-26,0.740688,2.778022,3.48975,2.720529,27.146358,23.868637,116.19545,18866.062015,11884.337679
2024-05-27,0.741482,2.78084,3.48275,2.72346,27.108414,23.811207,116.300361,18872.57385,11921.549646
2024-05-28,0.741347,2.780468,3.479734,2.722954,27.134769,23.905393,116.589001,18869.497557,11953.474192
2024-05-29,0.739598,2.774025,3.48018,2.716558,27.231645,23.86322,116.569962,18828.328101,12026.019074
2024-05-30,0.74063,2.777924,3.483908,2.720343,27.188255,23.88444,116.248588,18854.597407,12024.133906
2024-05-31,0.738823,2.771187,3.478013,2.713627,27.152023,23.82269,116.180224,18803.049013,12009.644087
2024-06-01,0.738878,2.771581,3.47827,2.713929,27.168807,23.83413,116.197763,18804.438329,12010.531453
2024-06-02,0.740359,2.777138,3.484859,2.719354,27.215811,23.870583,116.37113,18842.137321,12030.834242
2024-06-03,0.743218,2.787515,3.498346,2.729854,27.208106,23.919442,116.002243,18906.356723,12047.567367
2024-06-04,0.742539,2.784872,3.491429,2.727352,27.168063,24.235591,115.187896,18871.638292,12090.768692
2024-06-05,0.741909,2.782387,3.485499,2.724984,27.138978,23.948362,115.689882,18861.170361,12109.431513
2024-06-06,0.74322,2.787398,3.489047,2.729845,27.058769,24.001384,115.721897,18898.217032,12075.758156
2024-06-07,0.740136,2.775859,3.472004,2.718549,27.225914,23.939712,115.972122,18806.843923,12047.038063
2024-06-08,0.7403,2.77652,3.472776,2.719152,27.23196,23.972617,116.025357,18811.020735,12049.713589
2024-06-09,0.739371,2.773036,3.468362,2.715745,27.297423,23.96383,115.961484,18787.418539,12034.742682
2024-06-10,0.739243,2.772187,3.489994,2.715247,27.153505,23.942455,116.09442,18793.40743,12063.707969
2024-06-11,0.73873,2.770593,3.486432,2.713279,27.148282,23.908544,116.140889,18782.204,12042.957135
2024-06-12,0.73873,2.770593,3.486432,2.713279,27.148282,23.908544,116.140889,18782.204,12042.957135
